 ,, ,,,,,,,,,,,,2454,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Date,Order name,Client ,Status,Date requested,Date of delivery,Type1,Amt,Type2,Amt,Permit required,Note,KLIC ,Google Maps,PDOK,Waterkering ,Oppervlaktewater,Peil,EV1,EV2,EV3,EV4,EV5,Email1,Email2,Email3,Email4,Email5,Email6,,,,,,,,,,,,,,,,,,
6-1-2026,"KB26V402 Den Helder, Rijksweg",KB,Waiting for approval,27-Jan-2026,27-Jan-2026,Z,1,,,W,,26O0002436,https://maps.app.goo.gl/cweu8H3Yaq64mkMb6,"https://app.pdok.nl/viewer/#x=114765.85&y=548631.70&z=13.7762&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,,,Liander: GLD+HS,PWN: water,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-1-2026,"KB26V401 Hilversum, Mies Bouwman-boulevard",KB,Waiting for approval,27-Jan-2026,17-Jan-2026,N,1,,,-,,26O0002435,https://maps.app.goo.gl/qKErgT9GZqJdWcGz7,"https://app.pdok.nl/viewer/#x=140350.72&y=472414.29&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2025,"VW25V324 Noordwijkerhout, Leidsevaart",VW,Waiting for approval,19-Jan-2026,27-Jan-2026,B,1,,,W,PRIO rev.1: Korter,25O0187041,"Leidsevaart 45, 2211 VP Noordwijkerhout","https://app.pdok.nl/viewer/#x=96668.65&y=476485.72&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,,,,,,,,Gem. Lisse,,,,,,,,,,,,,,,,,,,,,,,
19-12-2025,"HP26V001 Alkmaar, Westerweg (06-09)",HP,Waiting for approval,9-Jan-2026,3-Feb-2026,Z,4,,,-,rev.0 (07-09),26O0002434,https://maps.app.goo.gl/DLytK5jzA96V58kK6,"https://app.pdok.nl/viewer/#x=110796.40&y=516266.71&z=13.0269&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,,,HVC: warmte,Liander: GHD+GLD,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-12-2025,"HP26V001 Alkmaar, Westerweg (01-05)",HP,Waiting for approval,9-Jan-2026,3-Feb-2026,Z,5,,,-,rev.0 (01-04),26O0002428,https://maps.app.goo.gl/DLytK5jzA96V58kK6,"https://app.pdok.nl/viewer/#x=110149.47&y=515364.01&z=13.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,,,Liander: GHD+GLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-12-2025,"QG25V244 Hoofddorp, Bernadottestraat",QG,Waiting for approval,9-Jan-2026,28-Jan-2026,Z,1,,,-,,25O0185738,"Bernadottestraat 9, 2131 SM Hoofddorp","https://app.pdok.nl/viewer/#x=106545.79&y=479799.94&z=14.6667&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2025,"KB25V378 Doornenburg, Lingeweg",KB,Waiting for approval,8-Jan-2026,14-Jan-2026,Z,1,,,-,Opdrachtgever is bijgewerkt,25O0185735,"Lingeweg 4, 6686 BW Doornenburg","https://app.pdok.nl/viewer/#x=197279.32&y=434318.74&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/ff9e6ee747524d3cbce7712338ad0e89/page/Pagina-1,,,Liander: GLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2025,"KB25V377 Twello, Rijksstraatweg N344",KB,Waiting for approval,8-Jan-2026,14-Jan-2026,N,1,,,P,<3m van N344,25O0185733,"Rijksstraatweg 139, 7391 MK Twello","https://app.pdok.nl/viewer/#x=203583.30&y=472708.50&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://open-geodata-portaal-valleienveluwe.hub.arcgis.com/apps/e75d12ac1ccb47daa53c1b53916be4e9/explore,,,Liander: GLD,,,,,Reggefiber Operator,Provincie Gelderland,,,,,,,,,,,,,,,,,,,,,,
18-12-2025,"MM26V101 Bergen, Herenweg",MM,Waiting for approval,8-Jan-2026,14-Jan-2026,Z,1,,,-,rev.0 /// Can you check the line again? It is a big tree at the exit point.,25O0185728,"Herenweg 35, 1861 PA Bergen","https://app.pdok.nl/viewer/#x=106176.00&y=519389.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,PWN: water,,,,,PWN,,,,,,,,,,,,,,,,,,,,,,,
16-12-2025,"QG25V243 Kudelstaart, Herenweg",QG,Delivered,6-Jan-2026,26-Jan-2026,Z,1,,,W,1003044086,25O0185721,"Herenweg 61B, 1433 GX Kudelstaart","https://app.pdok.nl/viewer/#x=110530.05&y=471939.18&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,Waternet: OVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-2025,"QG25V242 Aalsmeer, Uiterweg",QG,Waiting for approval,6-Jan-2026,26-Jan-2026,Z,1,,,-,2 zinkers toegevoegd,25O0185734,"Uiterweg 53, 1431 AB Aalsmeer","https://app.pdok.nl/viewer/#x=111037.25&y=475410.84&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,,,,,,Gem. Aalsmeer,Liander: MS+LS,stedin: gas LD,,,,,,,,,,,,,,,,,,,,,
16-12-2025,"BT25V165 Rutten, Lemsterweg",BT,Delivered,6-Jan-2026,23-Jan-2026,N,3,,,-,BTL:  ... We zouden deze willen uitvoeren in week 3.,25O0185731,"Lemsterweg 26, 8313 RC Rutten","https://app.pdok.nl/viewer/#x=178405.00&y=535520.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/8911478aa46b44fcbd19bb1aacb50eb4/page/Legger-Keringen/,https://experience.arcgis.com/experience/d122fc8b91644543a693efd75233d2cc/page/Informatieproducten/,,,,,,,Ziggo,,,,,,,,,,,,,,,,,,,,,,,
16-12-2025,"TM25V191 Wijdewormer, Zuiderweg",TM,Delivered,6-Jan-2026,26-Jan-2026,N,1,,,-,,25O0185719,"Zuiderweg 57B, 1456 NG Wijdewormer","https://app.pdok.nl/viewer/#x=120132.91&y=499136.62&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12-2025,"VW25V323 Zoetermeer, Meerpolder",VW,Waiting for approval,5-Jan-2026,15-Jan-2026,Z,1,,,W,rev.1,25O0185714,"Meerpolder 33, 2717 PB Zoetermeer","https://app.pdok.nl/viewer/#x=93504.80&y=454421.60&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,Dunea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-2025,"3D25V677 Haarlem, Ramplaankwartier (-13)",3D,Waiting for approval,2-Jan-2026,18-Jan-2026,B,1,,,S,"Damn, toch  nog iets dieper. 1.1 m extra diep",25O0185713,"Bloemendaalseweg 281, 2051 GE Overveen","https://app.pdok.nl/viewer/#x=102055.00&y=489468.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,,,,,,ProRail,Bt Nederland,Gem. Bloemendaal,,,,,,,,,,,,,,,,,,,,,
11-12-2025,"3D25V722 Overveen, Tetterodeweg",3D,Waiting for approval,1-Jan-2026,22-Jan-2026,B,1,,,-,diep 5.9m ipv 4.5m /// DP1 Bloemendaalsweg,25O0185706,https://maps.app.goo.gl/HP7uT9n4uSgCRvjYA,"https://app.pdok.nl/viewer/#x=101410.81&y=489622.58&z=13.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,,,,,,Gem. Bloemendaal,,,,,,,,,,,,,,,,,,,,,,,
10-12-2025,"3D26V803 Driehuis, Van Den Vondellaan",3D,Done,31-Dec-2025,22-Jan-2026,B,3,,,-,01-rev.1 (wachten op meer info van gem. Velsen),26O0006517,https://maps.app.goo.gl/77ZTsYNEsnjsZ6Qx6,"https://app.pdok.nl/viewer/#x=104021.02&y=495811.56&z=12.1649&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,Liander: GHD,PWN: water,,,,KPN (01),Gem. Velsen (01-03),,,,,,,,,,,,,,,,,,,,,,
10-12-2025,"DX26V501 Lettelbert, Rijksweg A7",DX,Waiting for approval,31-Dec-2025,9-Feb-2026,B,1,,,R,PRIO,26O0018252,https://maps.app.goo.gl/TcTZCfe4u8gz68h29,"https://app.pdok.nl/viewer/#x=224189.06&y=579212.55&z=12.6933&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://noorderzijlvest.maps.arcgis.com/apps/mapviewer/index.html?webmap=1576324c8de14bf180c17743e24584cc,https://noorderzijlvest.maps.arcgis.com/apps/mapviewer/index.html?webmap=1576324c8de14bf180c17743e24584cc,,Waterbedrijf Groningen: LS+water,,,,,Eurofiber,KPN,Gem. Westerkwartier,,,,,,,,,,,,,,,,,,,,,
9-12-2025,BT25V166 Antwerpen,BT,Delivered,30-Dec-2025,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-12-2025,"TM25V190 Harmelen, Leidsestraatweg N198",TM,Delivered,30-Dec-2025,27-Jan-2026,N,1,,,P,,25O0185705,"Leidsestraatweg 16, 3481 EX Harmelen","https://app.pdok.nl/viewer/#x=124756.98&y=456428.54&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://experience.arcgis.com/experience/574ae177043749ce9fc5cc2df510f79a,https://experience.arcgis.com/experience/d8c3882f27734761b57f4c766e21b41c,https://hdsr.maps.arcgis.com/apps/instant/interactivelegend/index.html?appid=9e93c659d8a94b63a66f7d7c41f5a15b,,,,,,Provincie Utrecht,Gem. Woerden,Stedin,,,,,,,,,,,,,,,,,,,,,
8-12-2025,"QG25V241 Aerdenhout, Oosterduinweg",QG,Waiting for approval,29-Dec-2025,14-Jan-2026,Z,1,,,-,,25O0185700,"Oosterduinweg 18, 2111 XJ Aerdenhout","https://app.pdok.nl/viewer/#x=101658.00&y=487325.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=2b214417eea74ae9a56119c251ffa960,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=f0fd839278474fe7841a12800fcc3e39,https://rijnland.maps.arcgis.com/apps/instant/sidebar/index.html?appid=5469a9663c5e4643b10efe6da9a15ae2,Liander: GHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-12-2025,KB25V376 Boazum-Uitwellingerga (02),KB,Waiting for approval,29-Dec-2025,14-Jan-2026,B,1,,,W,,25O0185698,https://maps.app.goo.gl/as91RDMzAaiy4MMs7,"https://app.pdok.nl/viewer/#x=177513.00&y=557163.00&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt;_;1,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding;_;1",https://gis.wetterskipfryslan.nl/portal/apps/webappviewer/index.html?id=e942646b322249bda805f71286708296&extent=113105.9124%2C531949.8273%2C241020.5683%2C615566.7945%2C28992,https://www.wetterskipfryslan.nl/kaarten,https://gis.wetterskipfryslan.nl/portal/apps/experiencebuilder/experience/?id=a0e444b2c8874407bc63d3f81d61367c#data_s=id%3AdataSource_1-Peilen_1160-0-2%3A83857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
